n.;identificator;Age years;Body weight;withers height;hip height;chest depth;chest width;ilium width;sciatic tubercle width;oblique body length;oblique rear length;heart girth;metacarpus girth;backside half-girth
1348;чфс-34132;3;480;126;129;61;57;55;22;174;51;181;20;110
1349;чфс-34134;3;484;127;129;61;56;51;21;162;49;185;20;84
1350;чфс-34136;3;485;126;128;58;59;51;21;165;51;172;21;97
1351;чфс-34138;3;482;126;128;64;57;55;22;161;53;181;20;105
1352;чфс-34140;3;480;126;128;62;57;56;21;177;52;183;20;84
1353;чфс-4000;5;571;129;133;69;55;50;25;175;56;185;22;97
1354;чфс-4006;5;580;130;133;60;56;52;26;178;53;186;22;91
1355;чфс-4010;5;583;130;134;66;68;53;26;175;52;183;22;92
1356;чфс-4022;5;581;130;134;72;62;57;24;181;54;186;22;91
1357;чфс-4024;5;568;129;133;67;55;53;23;185;59;189;22;84
1358;чфс-4032;5;567;128;131;62;57;50;24;167;50;176;21;88
1359;чфс-4040;5;579;130;133;64;60;50;25;166;48;175;21;99
1360;чфс-4042 ю;5;575;129;132;68;61;54;24;170;52;185;22;93
1361;чфс-4044;5;581;129;132;70;55;54;25;173;50;184;22;106
1362;чфс-4046;5;574;128;131;57;55;54;25;166;50;184;22;95
1363;чфс-44;5;583;130;134;67;64;58;26;175;53;184;21;83
1364;чфс-34606;5;511;126;130;58;52;54;22;160;52;177;20;97
1365;чфс-34608;5;512;127;130;60;56;55;21;175;50;181;20;94
1366;чфс-34610;5;510;124;128;58;54;51;20;158;49;179;21;92
1367;чфс-34612;5;514;124;128;57;50;49;21;160;48;178;20;80
1368;чфс-34614;5;510;126;129;61;59;49;20;164;51;172;21;86
1369;чфс-34616;5;512;127;129;60;56;55;21;175;50;177;20;99
1370;чфс-34618;5;515;127;129;60;57;55;22;174;51;181;20;101
1371;чфс-34620;5;519;126;128;64;50;49;23;181;54;185;20;97
1372;чфс-34622;5;510;127;129;61;59;49;23;164;51;172;20;108
1373;чфс-34624;5;514;124;127;64;56;48;24;160;47;185;21;85
1374;чфс-34626;3;483;126;128;63;49;52;24;174;48;171;20;108
1375;чфс-34628;3;480;126;128;56;46;51;23;174;52;180;20;108
1376;чфс-34630;3;482;126;128;64;56;48;22;161;49;185;20;96
1377;чфс-34632;3;483;127;129;60;59;52;22;164;52;173;20;97
1378;чфс-34634;3;481;126;129;61;57;55;22;174;52;179;20;104
1379;чфс-34636;3;490;127;129;60;52;51;20;180;54;183;20;110
1380;чфс-34638;3;489;127;128;59;57;56;21;169;51;177;20;90
1381;чфс-34640;3;487;128;129;61;59;50;21;166;50;172;20;84
1382;чфс-34642;3;480;127;129;60;54;51;21;160;49;169;20;99
1383;чфс-34644;3;480;127;129;62;56;48;21;162;51;181;20;106
1384;чфс-34646;3;483;127;129;60;50;49;21;181;54;185;20;83
1385;чфс-34648;3;486;126;128;63;56;50;22;162;49;180;20;110
1386;чфс-34650;3;480;127;129;60;50;49;22;161;48;178;20;86
1387;чфс-34652;3;477;126;128;51;49;49;22;160;46;180;20;105
1388;чфс-34654;3;478;127;129;62;57;50;21;167;50;176;20;96
1389;чфс-34656;3;475;126;129;56;48;50;21;166;52;181;20;100
1390;чфс-34658;3;486;127;129;58;59;49;20;164;51;172;20;99
1391;чфс-34660;3;480;126;129;60;54;49;21;177;54;181;20;88
1392;чфс-34662;3;489;127;129;58;54;51;20;176;57;186;21;87
1393;чфс-5437;5;582;123;130;60;59;53;25;177;52;195;22;80
1394;чфс-5453;5;580;129;131;63;50;53;26;175;53;194;22;95
1395;чфс-5454;5;582;129;134;70;51;51;26;173;53;193;22;93
1396;чфс-64104;5;576;124;129;74;54;50;27;164;50;196;21;83
1397;чфс-64110;5;571;125;131;72;53;51;24;166;49;196;20;85
1398;чфс-64111;5;579;128;131;63;60;50;25;167;50;188;22;94
1399;чфс-64118;5;572;117;127;67;38;48;24;146;50;195;21;82
1400;чфс-64122;5;586;118;127;81;44;46;24;148;48;183;21;83
1401;чфс-64132;5;581;124;132;69;45;56;25;145;50;188;20;87
1402;чфс-64138;5;565;127;133;72;49;51;26;155;52;186;20;102
1403;чфс-64140;5;574;124;131;70;42;50;23;166;53;184;21;100
1404;чфс-64146;5;581;129;135;70;47;53;24;156;50;180;21;80
1405;чфс-64152;5;564;125;133;69;44;49;25;151;52;182;20;92
1406;чфс-64154;5;579;129;133;76;42;50;24;152;49;175;19;89
1407;чфс-64182;5;582;125;131;74;49;53;25;162;52;188;21;82
1408;чфс-64183;5;554;128;130;73;49;49;26;158;48;175;21;99
1409;чфс-64184;5;575;121;127;60;36;38;27;164;41;168;21;102
1410;чфс-64192;5;579;126;129;67;46;50;24;159;48;177;19;80
1411;чфс-64194;5;578;129;133;69;51;60;25;170;54;191;22;104
1412;чфс-64196;5;583;126;131;65;52;50;24;175;50;192;21;97
1413;чфс-64202;5;575;129;131;68;50;59;25;166;52;186;20;109
1414;чфс-6456;5;576;130;132;54;53;50;26;178;53;193;23;107
1415;чфс-6470;5;577;124;131;68;50;52;27;153;52;188;22;91
1416;чфс-6472;5;575;127;133;65;50;46;24;163;49;190;21;85
1417;чфс-6476;5;575;124;131;66;42;48;25;148;53;189;21;88
1418;чфс-6478;5;579;124;129;70;50;52;26;149;50;181;21;92
1419;чфс-6480;5;578;134;131;65;44;53;25;151;54;182;21;105
1420;чфс-6482;5;583;133;136;75;55;51;26;164;49;200;21;105
1421;чфс-6484;5;569;128;131;68;49;51;27;160;50;175;20;87
1422;чфс-6486;5;577;127;131;66;51;51;28;154;50;172;21;80
1423;чфс-6488;5;567;131;130;65;51;53;26;157;50;183;20;100
1424;чфс-6494;5;570;122;131;65;50;51;25;145;50;180;21;97
1425;чфс-6498;5;556;127;130;65;48;49;24;150;50;180;30;84
1426;чфс-74200;5;581;125;133;62;53;55;25;190;53;194;21;102
1427;чфс-74204;5;582;127;134;64;50;52;24;170;52;181;20;99
1428;чфс-74206;5;580;128;133;59;52;53;24;166;53;184;21;98
1429;чфс-74218;5;582;127;133;62;57;59;25;177;52;184;23;108
1430;чфс-74220;5;581;129;133;61;56;58;26;177;51;182;21;93
1431;чфс-74222;5;582;125;130;57;56;55;26;174;54;181;21;91
1432;чфс-74224;5;584;127;133;61;58;57;24;177;51;186;22;99
1433;чфс-74230;5;576;129;131;62;59;60;24;180;58;182;21;80
1434;чфс-74232;5;585;125;133;71;62;48;25;152;48;188;21;101
1435;чфс-74234;5;573;127;131;61;60;58;26;177;57;181;20;94
1436;чфс-74248;5;575;127;130;63;64;56;23;150;48;185;21;106
1437;чфс-74250;5;576;128;130;61;52;56;23;176;54;182;21;81
1438;чфс-74252;5;573;128;133;62;58;56;22;178;51;184;21;88
1439;чфс-74254;5;578;127;133;61;57;58;23;177;51;185;21;109
1440;чфс-74256;5;580;130;132;70;46;47;24;150;43;181;21;102
1441;чфс-74258;5;584;127;133;60;48;46;25;160;46;173;21;87
1442;чфс-74260;5;583;128;131;67;72;70;25;173;61;185;22;89
1443;чфс-74292;5;581;128;133;64;66;43;25;150;49;184;21;81
1444;чфс-74298;5;572;127;133;60;55;64;26;177;53;188;22;100
1445;чфс-74310;5;567;129;133;59;58;56;27;178;56;184;22;88
1446;чфс-74312;5;570;128;132;61;57;56;24;177;55;184;22;80
1447;чфс-74330;5;565;129;133;62;60;58;25;178;55;184;21;104
1448;чфс-74332;5;582;130;133;64;63;60;26;175;58;184;21;83
1449;чфс-74334;5;560;127;131;60;62;61;25;171;63;187;21;103
1450;чфс-74336;5;567;128;130;61;58;56;26;176;54;182;21;97
1451;чфс-74338;5;580;128;132;63;62;59;25;172;57;182;21;89
1452;чфс-74340;5;574;128;134;62;65;67;23;171;67;191;21;100
1453;чфс-74344;5;550;127;131;62;45;40;23;159;49;175;21;88
1454;чфс-74346;5;575;127;133;69;65;42;24;150;50;182;21;103
1455;чфс-74349;5;559;128;130;61;58;56;22;176;54;182;21;109
1456;чфс-74350;5;581;129;133;62;63;65;21;173;65;188;22;87
1457;чфс-74352;5;559;129;132;63;63;60;23;175;58;184;22;110
1458;чфс-74354;5;585;128;132;64;65;58;24;162;50;186;21;103
1459;чфс-74356;5;583;129;136;68;72;66;23;173;61;184;22;97
1460;чфс-74358;5;586;129;133;61;57;56;24;177;52;183;21;84
1461;чфс-74360;5;584;129;133;62;61;57;26;166;56;183;21;99
1462;чфс-74362;5;588;126;133;60;62;61;25;172;62;186;21;105
1463;чфс-74364;5;567;128;131;64;65;59;24;164;50;180;22;81
1464;чфс-74366;5;590;129;132;59;62;60;25;175;59;183;21;93
1465;чфс-74368;5;612;129;132;64;48;45;28;165;50;181;22;110
1466;чфс-74370;5;611;129;133;61;58;56;28;177;51;184;21;81
1467;чфс-74372;5;599;127;130;60;57;56;27;171;56;180;21;108
1468;чфс-74374;5;600;128;131;62;58;59;27;179;52;184;22;82
1469;чфс-74376;5;597;127;131;62;60;58;26;169;53;175;21;81
1470;чфс-74378;5;616;129;133;62;62;63;28;177;70;188;21;83
1471;чфс-74380;5;604;128;131;61;57;58;28;177;52;188;21;96
1472;чфс-74384;5;610;127;131;60;49;52;26;164;50;182;21;85
1473;чфс-74386;5;613;126;130;61;58;57;27;165;54;181;21;109
1474;чфс-74394;5;599;129;133;60;59;58;28;181;61;188;22;102
1475;чфс-74418;5;607;125;130;61;56;55;27;175;50;182;21;93
1476;чфс-74500;5;624;128;133;64;63;60;26;175;58;185;22;105
1477;чфс-74502;5;620;129;133;61;60;60;27;180;58;189;22;88
1478;чфс-74523;5;619;127;131;60;51;53;25;166;49;179;21;98
1479;чфс-84506;5;605;127;134;70;64;58;26;170;49;178;21;87
1480;чфс-84508;5;614;127;132;60;56;59;23;171;59;180;21;80
1481;чфс-84542;5;603;127;135;58;48;50;25;160;48;171;21;96
1482;чфс-84546;5;617;130;133;61;63;60;26;177;61;185;21;106
1483;чфс-84574;5;608;127;133;60;58;59;26;167;50;175;21;97
1484;чфс-84582;5;604;127;133;59;45;57;25;169;58;173;21;98
1485;чфс-84590;5;599;127;133;75;58;50;25;166;50;187;22;94
1486;чфс-84612;5;599;127;130;64;47;45;24;160;46;180;21;81
1487;чфс-9060;5;603;128;133;64;63;60;24;175;58;185;22;93
1488;чфс-94636;5;600;127;129;59;53;50;24;166;47;179;21;92
1489;чфс-94702;5;597;125;129;64;57;55;24;170;54;175;21;90
1490;чфс-94704;5;606;124;129;59;53;59;26;170;50;181;21;82
1491;чфс-94706;5;610;125;128;59;52;49;24;159;49;168;20;85
1492;чфс-94708;5;600;126;129;61;54;53;24;175;53;188;21;86
1493;чфс-94712;5;608;125;128;58;57;53;25;166;47;184;21;92
1494;чфс-94714;5;590;124;128;59;54;55;23;166;50;171;21;107
1495;чфс-94718;5;595;129;134;70;51;51;25;173;53;192;22;101
1496;чфс-94720;5;590;127;132;59;50;49;23;171;51;192;22;101
1497;чфс-94722;5;598;124;129;61;57;54;23;166;53;179;21;99
1498;чфс-94724;5;596;126;129;59;53;50;26;168;50;177;21;94
1499;чфс-94726;5;592;124;128;51;48;48;23;164;50;181;20;88
1500;чфс-94728;5;585;125;128;58;57;54;26;170;48;184;21;107
1501;чфс-94732;5;590;126;129;59;55;54;25;166;52;178;21;81
1502;чфс-94736;5;597;124;128;57;50;49;24;160;48;178;20;104
1503;чфс-94738;5;590;125;128;54;53;51;23;167;47;177;21;93
1504;чфс-94740;5;585;125;129;54;53;52;23;169;49;171;21;83
1505;чфс-94742;5;575;123;128;53;54;52;24;163;49;169;20;80
1506;чфс-94744;5;580;126;129;54;50;49;26;164;48;171;19;90
1507;чфс-94746;5;577;126;130;62;56;53;25;164;52;181;21;109
1508;чфс-94748;5;585;128;131;61;57;54;23;170;50;184;21;99
1509;чфс-94750;5;590;129;133;64;63;60;23;117;60;185;21;99
1510;чфс-94752;5;580;128;131;62;57;56;24;178;51;183;21;88
1511;чфс-94754;5;590;129;133;70;66;55;26;170;52;183;21;89
1512;чфс-94756;5;585;127;131;59;56;56;25;172;55;181;21;97
1513;чфс-94758;5;584;128;133;62;64;63;25;174;65;186;21;97
1514;чфс-94760;5;598;128;132;62;60;57;24;178;56;184;21;89
1515;чфс-94762;5;580;127;129;54;50;48;23;166;44;172;21;80
1516;чфс-94764;5;585;127;130;61;59;57;25;172;51;183;22;96
1517;чфс-94766;5;588;128;132;58;53;50;25;172;55;181;21;107
1518;чфс-94770;5;596;127;131;56;52;54;24;161;54;182;22;102
1519;чфс-94772;5;580;127;132;70;52;51;25;166;50;172;21;99
1520;чфс-94774;5;587;128;130;61;50;58;23;180;57;187;22;96
1521;чфс-94776;5;583;127;129;61;60;58;24;181;58;185;22;99
1522;чфс-94778;5;581;128;130;64;65;58;24;162;50;183;22;99
1523;чфс-94780;5;580;128;131;62;61;53;24;167;54;175;22;99
